,id,name,color,habitat,shape,poke_type,capture_chance,height,weight,ability_0,ability_1,ability_2,sprite,description
486,487,giratina-altered,black,rare,tentacles,ghost,0.01,45,7500,pressure,telepathy,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,black tentacles giratina-altered who is of ghost type and lives in rare.
487,488,cresselia,yellow,rare,squiggle,psychic,0.01,15,856,levitate,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,yellow squiggle cresselia who is of psychic type and lives in rare.
488,489,phione,blue,sea,arms,water,0.12,4,31,hydration,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,blue arms phione who is of water type and lives in sea.
489,490,manaphy,blue,sea,humanoid,water,0.01,3,14,hydration,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,blue humanoid manaphy who is of water type and lives in sea.
490,491,darkrai,black,mountain,humanoid,dark,0.01,15,505,bad-dreams,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,black humanoid darkrai who is of dark type and lives in mountain.
491,492,shaymin-land,green,forest,quadruped,grass,0.18,2,21,natural-cure,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,green quadruped shaymin-land who is of grass type and lives in forest.
492,493,arceus,white,forest,quadruped,normal,0.01,32,3200,multitype,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,white quadruped arceus who is of normal type and lives in forest.
493,494,victini,yellow,mountain,humanoid,psychic,0.01,4,40,victory-star,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,yellow humanoid victini who is of psychic type and lives in mountain.
494,495,snivy,green,forest,upright,grass,0.18,6,81,overgrow,contrary,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,green upright snivy who is of grass type and lives in forest.
495,496,servine,green,forest,upright,grass,0.18,8,160,overgrow,contrary,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,green upright servine who is of grass type and lives in forest.
496,497,serperior,green,forest,squiggle,grass,0.18,33,630,overgrow,contrary,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,green squiggle serperior who is of grass type and lives in forest.
497,498,tepig,red,mountain,quadruped,fire,0.18,5,99,blaze,thick-fat,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,red quadruped tepig who is of fire type and lives in mountain.
498,499,pignite,red,mountain,upright,fire,0.18,10,555,blaze,thick-fat,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,red upright pignite who is of fire type and lives in mountain.
499,500,emboar,red,grassland,upright,fire,0.18,16,1500,blaze,reckless,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,red upright emboar who is of fire type and lives in grassland.
500,501,oshawott,blue,waters-edge,upright,water,0.18,5,59,torrent,shell-armor,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,blue upright oshawott who is of water type and lives in waters-edge.
501,502,dewott,blue,waters-edge,upright,water,0.18,8,245,torrent,shell-armor,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,blue upright dewott who is of water type and lives in waters-edge.
502,503,samurott,blue,waters-edge,quadruped,water,0.18,15,946,torrent,shell-armor,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,blue quadruped samurott who is of water type and lives in waters-edge.
503,504,patrat,brown,forest,quadruped,normal,1.0,5,116,run-away,keen-eye,analytic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,brown quadruped patrat who is of normal type and lives in forest.
504,505,watchog,brown,forest,upright,normal,1.0,11,270,illuminate,keen-eye,analytic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,brown upright watchog who is of normal type and lives in forest.
505,506,lillipup,brown,forest,quadruped,normal,1.0,4,41,vital-spirit,pickup,run-away,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,brown quadruped lillipup who is of normal type and lives in forest.
506,507,herdier,gray,grassland,quadruped,normal,0.47,9,147,intimidate,sand-rush,scrappy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,gray quadruped herdier who is of normal type and lives in grassland.
507,508,stoutland,gray,grassland,quadruped,normal,0.18,12,610,intimidate,sand-rush,scrappy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,gray quadruped stoutland who is of normal type and lives in grassland.
508,509,purrloin,purple,forest,quadruped,dark,1.0,4,101,limber,unburden,prankster,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,purple quadruped purrloin who is of dark type and lives in forest.
509,510,liepard,purple,forest,quadruped,dark,0.35,11,375,limber,unburden,prankster,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,purple quadruped liepard who is of dark type and lives in forest.
510,511,pansage,green,forest,upright,grass,0.75,6,105,gluttony,overgrow,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,green upright pansage who is of grass type and lives in forest.
511,512,simisage,green,forest,upright,grass,0.29,11,305,gluttony,overgrow,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,green upright simisage who is of grass type and lives in forest.
512,513,pansear,red,grassland,upright,fire,0.75,6,110,gluttony,blaze,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,red upright pansear who is of fire type and lives in grassland.
513,514,simisear,red,mountain,upright,fire,0.29,10,280,gluttony,blaze,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,red upright simisear who is of fire type and lives in mountain.
514,515,panpour,blue,sea,upright,water,0.75,6,135,gluttony,torrent,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,blue upright panpour who is of water type and lives in sea.
515,516,simipour,blue,sea,upright,water,0.29,10,290,gluttony,torrent,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,blue upright simipour who is of water type and lives in sea.
516,517,munna,pink,urban,quadruped,psychic,0.75,6,233,forewarn,synchronize,telepathy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,pink quadruped munna who is of psychic type and lives in urban.
517,518,musharna,pink,urban,humanoid,psychic,0.29,11,605,forewarn,synchronize,telepathy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,pink humanoid musharna who is of psychic type and lives in urban.
518,519,pidove,gray,forest,wings,normal,1.0,3,21,big-pecks,super-luck,rivalry,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,gray wings pidove who is of normal type and lives in forest.
519,520,tranquill,gray,forest,wings,normal,0.47,6,150,big-pecks,super-luck,rivalry,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,gray wings tranquill who is of normal type and lives in forest.
520,521,unfezant,gray,urban,wings,normal,0.18,12,290,big-pecks,super-luck,rivalry,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,gray wings unfezant who is of normal type and lives in urban.
521,522,blitzle,black,urban,quadruped,electric,0.75,8,298,lightning-rod,motor-drive,sap-sipper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,black quadruped blitzle who is of electric type and lives in urban.
522,523,zebstrika,black,urban,quadruped,electric,0.29,16,795,lightning-rod,motor-drive,sap-sipper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,black quadruped zebstrika who is of electric type and lives in urban.
523,524,roggenrola,blue,cave,legs,rock,1.0,4,180,sturdy,weak-armor,sand-force,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,blue legs roggenrola who is of rock type and lives in cave.
524,525,boldore,blue,cave,tentacles,rock,0.47,9,1020,sturdy,weak-armor,sand-force,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,blue tentacles boldore who is of rock type and lives in cave.
525,526,gigalith,blue,cave,tentacles,rock,0.18,17,2600,sturdy,sand-stream,sand-force,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,blue tentacles gigalith who is of rock type and lives in cave.
526,527,woobat,blue,urban,wings,psychic,0.75,4,21,unaware,klutz,simple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,blue wings woobat who is of psychic type and lives in urban.
527,528,swoobat,blue,urban,wings,psychic,0.18,9,105,unaware,klutz,simple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,blue wings swoobat who is of psychic type and lives in urban.
528,529,drilbur,gray,urban,upright,ground,0.47,3,85,sand-rush,sand-force,mold-breaker,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,gray upright drilbur who is of ground type and lives in urban.
529,530,excadrill,gray,urban,humanoid,ground,0.24,7,404,sand-rush,sand-force,mold-breaker,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,gray humanoid excadrill who is of ground type and lives in urban.
530,531,audino,pink,urban,upright,normal,1.0,11,310,healer,regenerator,klutz,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,pink upright audino who is of normal type and lives in urban.
531,532,timburr,gray,grassland,humanoid,fighting,0.71,6,125,guts,sheer-force,iron-fist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,gray humanoid timburr who is of fighting type and lives in grassland.
532,533,gurdurr,gray,mountain,humanoid,fighting,0.35,12,400,guts,sheer-force,iron-fist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,gray humanoid gurdurr who is of fighting type and lives in mountain.
533,534,conkeldurr,brown,urban,humanoid,fighting,0.18,14,870,guts,sheer-force,iron-fist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,brown humanoid conkeldurr who is of fighting type and lives in urban.
534,535,tympole,blue,sea,fish,water,1.0,5,45,swift-swim,hydration,water-absorb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,blue fish tympole who is of water type and lives in sea.
535,536,palpitoad,blue,sea,upright,water,0.47,8,170,swift-swim,hydration,water-absorb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,blue upright palpitoad who is of water type and lives in sea.
536,537,seismitoad,blue,waters-edge,humanoid,water,0.18,15,620,swift-swim,poison-touch,water-absorb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,blue humanoid seismitoad who is of water type and lives in waters-edge.
537,538,throh,red,mountain,humanoid,fighting,0.18,13,555,guts,inner-focus,mold-breaker,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,red humanoid throh who is of fighting type and lives in mountain.
538,539,sawk,blue,mountain,humanoid,fighting,0.18,14,510,sturdy,inner-focus,mold-breaker,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,blue humanoid sawk who is of fighting type and lives in mountain.
539,540,sewaddle,yellow,forest,armor,bug,1.0,3,25,swarm,chlorophyll,overcoat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,yellow armor sewaddle who is of bug type and lives in forest.
540,541,swadloon,green,forest,arms,bug,0.47,5,73,leaf-guard,chlorophyll,overcoat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,green arms swadloon who is of bug type and lives in forest.
541,542,leavanny,yellow,forest,humanoid,bug,0.18,12,205,swarm,chlorophyll,overcoat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,yellow humanoid leavanny who is of bug type and lives in forest.
542,543,venipede,red,forest,armor,bug,1.0,4,53,poison-point,swarm,speed-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,red armor venipede who is of bug type and lives in forest.
543,544,whirlipede,gray,forest,ball,bug,0.47,12,585,poison-point,swarm,speed-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,gray ball whirlipede who is of bug type and lives in forest.
544,545,scolipede,red,forest,armor,bug,0.18,25,2005,poison-point,swarm,speed-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,red armor scolipede who is of bug type and lives in forest.
545,546,cottonee,green,forest,ball,grass,0.75,3,6,prankster,infiltrator,chlorophyll,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,green ball cottonee who is of grass type and lives in forest.
546,547,whimsicott,green,forest,humanoid,grass,0.29,7,66,prankster,infiltrator,chlorophyll,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,green humanoid whimsicott who is of grass type and lives in forest.
547,548,petilil,green,grassland,blob,grass,0.75,5,66,chlorophyll,own-tempo,leaf-guard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,green blob petilil who is of grass type and lives in grassland.
548,549,lilligant,green,grassland,blob,grass,0.29,11,163,chlorophyll,own-tempo,leaf-guard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,green blob lilligant who is of grass type and lives in grassland.
549,550,basculin-red-striped,green,waters-edge,fish,water,0.1,10,180,reckless,adaptability,mold-breaker,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,green fish basculin-red-striped who is of water type and lives in waters-edge.
550,551,sandile,brown,mountain,quadruped,ground,0.71,7,152,intimidate,moxie,anger-point,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,brown quadruped sandile who is of ground type and lives in mountain.
551,552,krokorok,brown,mountain,quadruped,ground,0.35,10,334,intimidate,moxie,anger-point,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,brown quadruped krokorok who is of ground type and lives in mountain.
552,553,krookodile,red,mountain,upright,ground,0.18,15,963,intimidate,moxie,anger-point,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,red upright krookodile who is of ground type and lives in mountain.
553,554,darumaka,red,grassland,humanoid,fire,0.47,6,375,hustle,inner-focus,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,red humanoid darumaka who is of fire type and lives in grassland.
554,555,darmanitan-standard,red,mountain,quadruped,fire,0.24,13,929,sheer-force,zen-mode,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,red quadruped darmanitan-standard who is of fire type and lives in mountain.
555,556,maractus,green,forest,blob,grass,1.0,10,280,water-absorb,chlorophyll,storm-drain,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,green blob maractus who is of grass type and lives in forest.
556,557,dwebble,red,forest,armor,bug,0.75,3,145,sturdy,shell-armor,weak-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,red armor dwebble who is of bug type and lives in forest.
557,558,crustle,red,forest,armor,bug,0.29,14,2000,sturdy,shell-armor,weak-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,red armor crustle who is of bug type and lives in forest.
558,559,scraggy,yellow,urban,upright,dark,0.71,6,118,shed-skin,moxie,intimidate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,yellow upright scraggy who is of dark type and lives in urban.
559,560,scrafty,red,urban,upright,dark,0.35,11,300,shed-skin,moxie,intimidate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,red upright scrafty who is of dark type and lives in urban.
560,561,sigilyph,black,forest,wings,psychic,0.18,14,140,wonder-skin,magic-guard,tinted-lens,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,black wings sigilyph who is of psychic type and lives in forest.
561,562,yamask,black,cave,arms,ghost,0.75,5,15,mummy,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,black arms yamask who is of ghost type and lives in cave.
562,563,cofagrigus,yellow,cave,blob,ghost,0.35,17,765,mummy,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,yellow blob cofagrigus who is of ghost type and lives in cave.
563,564,tirtouga,blue,sea,quadruped,water,0.18,7,165,solid-rock,sturdy,swift-swim,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,blue quadruped tirtouga who is of water type and lives in sea.
564,565,carracosta,blue,sea,upright,water,0.18,12,810,solid-rock,sturdy,swift-swim,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,blue upright carracosta who is of water type and lives in sea.
565,566,archen,yellow,mountain,wings,rock,0.18,5,95,defeatist,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,yellow wings archen who is of rock type and lives in mountain.
566,567,archeops,yellow,mountain,wings,rock,0.18,14,320,defeatist,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,yellow wings archeops who is of rock type and lives in mountain.
567,568,trubbish,green,urban,humanoid,poison,0.75,6,310,stench,sticky-hold,aftermath,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,green humanoid trubbish who is of poison type and lives in urban.
568,569,garbodor,green,urban,humanoid,poison,0.24,19,1073,stench,weak-armor,aftermath,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,green humanoid garbodor who is of poison type and lives in urban.
569,570,zorua,gray,grassland,quadruped,dark,0.29,7,125,illusion,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,gray quadruped zorua who is of dark type and lives in grassland.
570,571,zoroark,gray,mountain,upright,dark,0.18,16,811,illusion,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,gray upright zoroark who is of dark type and lives in mountain.
571,572,minccino,gray,grassland,quadruped,normal,1.0,4,58,cute-charm,technician,skill-link,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,gray quadruped minccino who is of normal type and lives in grassland.
572,573,cinccino,gray,grassland,quadruped,normal,0.24,5,75,cute-charm,technician,skill-link,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,gray quadruped cinccino who is of normal type and lives in grassland.
573,574,gothita,purple,urban,humanoid,psychic,0.78,4,58,frisk,competitive,shadow-tag,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,purple humanoid gothita who is of psychic type and lives in urban.
574,575,gothorita,purple,urban,humanoid,psychic,0.39,7,180,frisk,competitive,shadow-tag,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,purple humanoid gothorita who is of psychic type and lives in urban.
575,576,gothitelle,purple,urban,humanoid,psychic,0.2,15,440,frisk,competitive,shadow-tag,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,purple humanoid gothitelle who is of psychic type and lives in urban.
576,577,solosis,green,grassland,ball,psychic,0.78,3,10,overcoat,magic-guard,regenerator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,green ball solosis who is of psychic type and lives in grassland.
577,578,duosion,green,grassland,ball,psychic,0.39,6,80,overcoat,magic-guard,regenerator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,green ball duosion who is of psychic type and lives in grassland.
578,579,reuniclus,green,urban,arms,psychic,0.2,10,201,overcoat,magic-guard,regenerator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,green arms reuniclus who is of psychic type and lives in urban.
579,580,ducklett,blue,waters-edge,wings,water,0.75,5,55,keen-eye,big-pecks,hydration,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,blue wings ducklett who is of water type and lives in waters-edge.
580,581,swanna,white,sea,wings,water,0.18,13,242,keen-eye,big-pecks,hydration,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,white wings swanna who is of water type and lives in sea.
581,582,vanillite,white,mountain,blob,ice,1.0,4,57,ice-body,snow-cloak,weak-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,white blob vanillite who is of ice type and lives in mountain.
582,583,vanillish,white,mountain,blob,ice,0.47,11,410,ice-body,snow-cloak,weak-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,white blob vanillish who is of ice type and lives in mountain.
583,584,vanilluxe,white,urban,heads,ice,0.18,13,575,ice-body,snow-warning,weak-armor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,white heads vanilluxe who is of ice type and lives in urban.
584,585,deerling,pink,grassland,quadruped,normal,0.75,6,195,chlorophyll,sap-sipper,serene-grace,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,pink quadruped deerling who is of normal type and lives in grassland.
585,586,sawsbuck,brown,forest,quadruped,normal,0.29,19,925,chlorophyll,sap-sipper,serene-grace,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,brown quadruped sawsbuck who is of normal type and lives in forest.
586,587,emolga,white,grassland,quadruped,electric,0.78,4,50,static,motor-drive,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,white quadruped emolga who is of electric type and lives in grassland.
587,588,karrablast,blue,grassland,humanoid,bug,0.78,5,59,swarm,shed-skin,no-guard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,blue humanoid karrablast who is of bug type and lives in grassland.
588,589,escavalier,gray,forest,arms,bug,0.29,10,330,swarm,shell-armor,overcoat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,gray arms escavalier who is of bug type and lives in forest.
589,590,foongus,white,forest,arms,grass,0.75,2,10,effect-spore,regenerator,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,white arms foongus who is of grass type and lives in forest.
590,591,amoonguss,white,forest,arms,grass,0.29,6,105,effect-spore,regenerator,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,white arms amoonguss who is of grass type and lives in forest.
591,592,frillish,white,sea,tentacles,water,0.75,12,330,water-absorb,cursed-body,damp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,white tentacles frillish who is of water type and lives in sea.
592,593,jellicent,white,sea,tentacles,water,0.24,22,1350,water-absorb,cursed-body,damp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,white tentacles jellicent who is of water type and lives in sea.
593,594,alomomola,pink,sea,fish,water,0.29,12,316,healer,hydration,regenerator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,pink fish alomomola who is of water type and lives in sea.
594,595,joltik,yellow,forest,armor,bug,0.75,1,6,compound-eyes,unnerve,swarm,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,yellow armor joltik who is of bug type and lives in forest.
595,596,galvantula,yellow,forest,armor,bug,0.29,8,143,compound-eyes,unnerve,swarm,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,yellow armor galvantula who is of bug type and lives in forest.
596,597,ferroseed,gray,forest,ball,grass,1.0,6,188,iron-barbs,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,gray ball ferroseed who is of grass type and lives in forest.
597,598,ferrothorn,gray,forest,tentacles,grass,0.35,10,1100,iron-barbs,anticipation,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,gray tentacles ferrothorn who is of grass type and lives in forest.
598,599,klink,gray,mountain,heads,steel,0.51,3,210,plus,minus,clear-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,gray heads klink who is of steel type and lives in mountain.
599,600,klang,gray,mountain,heads,steel,0.24,6,510,plus,minus,clear-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,gray heads klang who is of steel type and lives in mountain.
600,601,klinklang,gray,mountain,heads,steel,0.12,6,810,plus,minus,clear-body,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,gray heads klinklang who is of steel type and lives in mountain.
601,602,tynamo,white,forest,fish,electric,0.75,2,3,levitate,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,white fish tynamo who is of electric type and lives in forest.
602,603,eelektrik,blue,cave,fish,electric,0.24,12,220,levitate,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,blue fish eelektrik who is of electric type and lives in cave.
603,604,eelektross,blue,cave,fish,electric,0.12,21,805,levitate,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,blue fish eelektross who is of electric type and lives in cave.
604,605,elgyem,blue,urban,upright,psychic,1.0,5,90,telepathy,synchronize,analytic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,blue upright elgyem who is of psychic type and lives in urban.
605,606,beheeyem,brown,urban,humanoid,psychic,0.35,10,345,telepathy,synchronize,analytic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,brown humanoid beheeyem who is of psychic type and lives in urban.
606,607,litwick,white,grassland,blob,ghost,0.75,3,31,flash-fire,flame-body,infiltrator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,white blob litwick who is of ghost type and lives in grassland.
607,608,lampent,black,grassland,arms,ghost,0.35,6,130,flash-fire,flame-body,infiltrator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,black arms lampent who is of ghost type and lives in grassland.
608,609,chandelure,black,grassland,arms,ghost,0.18,10,343,flash-fire,flame-body,infiltrator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,black arms chandelure who is of ghost type and lives in grassland.
609,610,axew,green,rough-terrain,upright,dragon,0.29,6,180,rivalry,mold-breaker,unnerve,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,green upright axew who is of dragon type and lives in rough-terrain.
610,611,fraxure,green,rough-terrain,upright,dragon,0.24,10,360,rivalry,mold-breaker,unnerve,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,green upright fraxure who is of dragon type and lives in rough-terrain.
611,612,haxorus,yellow,rare,upright,dragon,0.18,18,1055,rivalry,mold-breaker,unnerve,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,yellow upright haxorus who is of dragon type and lives in rare.
612,613,cubchoo,white,cave,upright,ice,0.47,5,85,snow-cloak,slush-rush,rattled,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,white upright cubchoo who is of ice type and lives in cave.
613,614,beartic,white,urban,quadruped,ice,0.24,26,2600,snow-cloak,slush-rush,swift-swim,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,white quadruped beartic who is of ice type and lives in urban.
614,615,cryogonal,blue,rough-terrain,ball,ice,0.1,11,1480,levitate,None,None,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,blue ball cryogonal who is of ice type and lives in rough-terrain.
615,616,shelmet,red,forest,ball,bug,0.78,4,77,hydration,shell-armor,overcoat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,red ball shelmet who is of bug type and lives in forest.
