,id,name,abilities,color,shape,habitat,capture_chance,height,weight,poke_type,sprite
310,311,plusle,"['plus', 'lightning-rod']",yellow,upright,grassland,0.78,4,42,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png
311,312,minun,"['minus', 'volt-absorb']",yellow,upright,grassland,0.78,4,42,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png
312,313,volbeat,"['illuminate', 'swarm', 'prankster']",gray,upright,forest,0.59,7,177,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png
313,314,illumise,"['oblivious', 'tinted-lens', 'prankster']",purple,humanoid,forest,0.59,6,177,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png
314,315,roselia,"['natural-cure', 'poison-point', 'leaf-guard']",green,humanoid,grassland,0.59,3,20,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png
315,316,gulpin,"['liquid-ooze', 'sticky-hold', 'gluttony']",green,arms,grassland,0.88,4,103,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png
316,317,swalot,"['liquid-ooze', 'sticky-hold', 'gluttony']",purple,arms,grassland,0.29,17,800,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png
317,318,carvanha,"['rough-skin', 'speed-boost']",red,fish,sea,0.88,8,208,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png
318,319,sharpedo,"['rough-skin', 'speed-boost']",blue,fish,sea,0.24,18,888,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png
319,320,wailmer,"['water-veil', 'oblivious', 'pressure']",blue,fish,sea,0.49,20,1300,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png
320,321,wailord,"['water-veil', 'oblivious', 'pressure']",blue,fish,sea,0.24,145,3980,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png
321,322,numel,"['oblivious', 'simple', 'own-tempo']",yellow,quadruped,mountain,1.0,7,240,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png
322,323,camerupt,"['magma-armor', 'solid-rock', 'anger-point']",red,quadruped,mountain,0.59,19,2200,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png
323,324,torkoal,"['white-smoke', 'drought', 'shell-armor']",brown,quadruped,mountain,0.35,5,804,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png
324,325,spoink,"['thick-fat', 'own-tempo', 'gluttony']",black,arms,mountain,1.0,7,306,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png
325,326,grumpig,"['thick-fat', 'own-tempo', 'gluttony']",purple,upright,mountain,0.24,9,715,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png
326,327,spinda,"['own-tempo', 'tangled-feet', 'contrary']",brown,upright,mountain,1.0,11,50,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png
327,328,trapinch,"['hyper-cutter', 'arena-trap', 'sheer-force']",brown,armor,rough-terrain,1.0,7,150,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png
328,329,vibrava,['levitate'],green,bug-wings,rough-terrain,0.47,11,153,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png
329,330,flygon,['levitate'],green,wings,rough-terrain,0.18,20,820,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png
330,331,cacnea,"['sand-veil', 'water-absorb']",green,humanoid,rough-terrain,0.75,4,513,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png
331,332,cacturne,"['sand-veil', 'water-absorb']",green,humanoid,rough-terrain,0.24,13,774,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png
332,333,swablu,"['natural-cure', 'cloud-nine']",blue,wings,forest,1.0,4,12,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png
333,334,altaria,"['natural-cure', 'cloud-nine']",blue,wings,forest,0.18,11,206,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png
334,335,zangoose,"['immunity', 'toxic-boost']",white,upright,grassland,0.35,13,403,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png
335,336,seviper,"['shed-skin', 'infiltrator']",black,squiggle,grassland,0.35,27,525,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png
336,337,lunatone,['levitate'],yellow,ball,cave,0.18,10,1680,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png
337,338,solrock,['levitate'],red,ball,cave,0.18,12,1540,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png
338,339,barboach,"['oblivious', 'anticipation', 'hydration']",gray,fish,waters-edge,0.75,4,19,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png
339,340,whiscash,"['oblivious', 'anticipation', 'hydration']",blue,fish,waters-edge,0.29,9,236,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png
340,341,corphish,"['hyper-cutter', 'shell-armor', 'adaptability']",red,armor,waters-edge,0.8,6,115,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png
341,342,crawdaunt,"['hyper-cutter', 'shell-armor', 'adaptability']",red,armor,waters-edge,0.61,11,328,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png
342,343,baltoy,['levitate'],brown,arms,rough-terrain,1.0,5,215,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png
343,344,claydol,['levitate'],black,arms,rough-terrain,0.35,15,1080,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png
344,345,lileep,"['suction-cups', 'storm-drain']",purple,blob,sea,0.18,10,238,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png
345,346,cradily,"['suction-cups', 'storm-drain']",green,blob,sea,0.18,15,604,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png
346,347,anorith,"['battle-armor', 'swift-swim']",gray,armor,waters-edge,0.18,7,125,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png
347,348,armaldo,"['battle-armor', 'swift-swim']",gray,upright,waters-edge,0.18,15,682,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png
348,349,feebas,"['swift-swim', 'oblivious', 'adaptability']",brown,fish,waters-edge,1.0,6,74,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png
349,350,milotic,"['marvel-scale', 'competitive', 'cute-charm']",pink,squiggle,waters-edge,0.24,62,1620,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png
350,351,castform,['forecast'],gray,ball,grassland,0.18,3,8,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png
351,352,kecleon,"['color-change', 'protean']",green,upright,forest,0.78,10,220,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png
352,353,shuppet,"['insomnia', 'frisk', 'cursed-body']",black,ball,urban,0.88,6,23,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png
353,354,banette,"['insomnia', 'frisk', 'cursed-body']",black,upright,urban,0.18,11,125,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png
354,355,duskull,"['levitate', 'frisk']",black,arms,forest,0.75,8,150,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png
355,356,dusclops,"['pressure', 'frisk']",black,humanoid,forest,0.35,16,306,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png
356,357,tropius,"['chlorophyll', 'solar-power', 'harvest']",green,quadruped,forest,0.78,20,1000,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png
357,358,chimecho,['levitate'],blue,arms,grassland,0.18,6,10,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png
358,359,absol,"['pressure', 'super-luck', 'justified']",white,quadruped,mountain,0.12,12,470,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png
359,360,wynaut,"['shadow-tag', 'telepathy']",blue,upright,cave,0.49,6,140,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png
360,361,snorunt,"['inner-focus', 'ice-body', 'moody']",gray,humanoid,cave,0.75,7,168,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png
361,362,glalie,"['inner-focus', 'ice-body', 'moody']",gray,ball,cave,0.29,15,2565,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png
362,363,spheal,"['thick-fat', 'ice-body', 'oblivious']",blue,fish,sea,1.0,8,395,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png
363,364,sealeo,"['thick-fat', 'ice-body', 'oblivious']",blue,fish,sea,0.47,11,876,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png
364,365,walrein,"['thick-fat', 'ice-body', 'oblivious']",blue,quadruped,sea,0.18,14,1506,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png
365,366,clamperl,"['shell-armor', 'rattled']",blue,ball,sea,1.0,4,525,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png
366,367,huntail,"['swift-swim', 'water-veil']",blue,squiggle,sea,0.24,17,270,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png
367,368,gorebyss,"['swift-swim', 'hydration']",pink,squiggle,sea,0.24,18,226,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png
368,369,relicanth,"['swift-swim', 'rock-head', 'sturdy']",gray,fish,sea,0.1,10,234,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png
369,370,luvdisc,"['swift-swim', 'hydration']",pink,fish,sea,0.88,6,87,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png
370,371,bagon,"['rock-head', 'sheer-force']",blue,humanoid,rough-terrain,0.18,6,421,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png
371,372,shelgon,"['rock-head', 'overcoat']",white,quadruped,rough-terrain,0.18,11,1105,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png
372,373,salamence,"['intimidate', 'moxie']",blue,quadruped,rough-terrain,0.18,15,1026,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png
373,374,beldum,"['clear-body', 'light-metal']",blue,blob,rough-terrain,0.01,6,952,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png
374,375,metang,"['clear-body', 'light-metal']",blue,arms,rough-terrain,0.01,12,2025,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png
375,376,metagross,"['clear-body', 'light-metal']",blue,heads,rough-terrain,0.01,16,5500,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png
376,377,regirock,"['clear-body', 'sturdy']",brown,humanoid,cave,0.01,17,2300,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png
377,378,regice,"['clear-body', 'ice-body']",blue,humanoid,cave,0.01,18,1750,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png
378,379,registeel,"['clear-body', 'light-metal']",gray,humanoid,cave,0.01,19,2050,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png
379,380,latias,['levitate'],red,wings,waters-edge,0.01,14,400,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png
380,381,latios,['levitate'],blue,wings,waters-edge,0.01,20,600,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png
381,382,kyogre,['drizzle'],blue,fish,sea,0.01,45,3520,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png
382,383,groudon,['drought'],red,upright,rough-terrain,0.01,35,9500,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png
383,384,rayquaza,['air-lock'],green,squiggle,rare,0.18,70,2065,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png
384,385,jirachi,['serene-grace'],yellow,humanoid,mountain,0.01,3,11,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png
385,386,deoxys-normal,['pressure'],red,humanoid,rare,0.01,17,608,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png
386,387,turtwig,"['overgrow', 'shell-armor']",green,quadruped,,0.18,4,102,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png
387,388,grotle,"['overgrow', 'shell-armor']",green,quadruped,,0.18,11,970,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png
388,389,torterra,"['overgrow', 'shell-armor']",green,quadruped,,0.18,22,3100,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png
389,390,chimchar,"['blaze', 'iron-fist']",brown,upright,,0.18,5,62,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png
390,391,monferno,"['blaze', 'iron-fist']",brown,upright,,0.18,9,220,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png
391,392,infernape,"['blaze', 'iron-fist']",brown,upright,,0.18,12,550,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png
392,393,piplup,"['torrent', 'competitive']",blue,humanoid,,0.18,4,52,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png
393,394,prinplup,"['torrent', 'competitive']",blue,upright,,0.18,8,230,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png
394,395,empoleon,"['torrent', 'competitive']",blue,upright,,0.18,17,845,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png
395,396,starly,"['keen-eye', 'reckless']",brown,wings,,1.0,3,20,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png
396,397,staravia,"['intimidate', 'reckless']",brown,wings,,0.47,6,155,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png
397,398,staraptor,"['intimidate', 'reckless']",brown,wings,,0.18,12,249,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png
398,399,bidoof,"['simple', 'unaware', 'moody']",brown,quadruped,,1.0,5,200,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png
399,400,bibarel,"['simple', 'unaware', 'moody']",brown,upright,,0.5,10,315,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png
400,401,kricketot,"['shed-skin', 'run-away']",red,humanoid,,1.0,3,22,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png
401,402,kricketune,"['swarm', 'technician']",red,bug-wings,,0.18,10,255,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png
402,403,shinx,"['rivalry', 'intimidate', 'guts']",blue,quadruped,,0.92,5,95,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png
403,404,luxio,"['rivalry', 'intimidate', 'guts']",blue,quadruped,,0.47,9,305,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png
404,405,luxray,"['rivalry', 'intimidate', 'guts']",blue,quadruped,,0.18,14,420,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png
405,406,budew,"['natural-cure', 'poison-point', 'leaf-guard']",green,humanoid,,1.0,2,12,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png
406,407,roserade,"['natural-cure', 'poison-point', 'technician']",green,humanoid,,0.29,9,145,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png
407,408,cranidos,"['mold-breaker', 'sheer-force']",blue,upright,,0.18,9,315,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png
408,409,rampardos,"['mold-breaker', 'sheer-force']",blue,upright,,0.18,16,1025,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png
409,410,shieldon,"['sturdy', 'soundproof']",gray,quadruped,,0.18,5,570,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png
410,411,bastiodon,"['sturdy', 'soundproof']",gray,quadruped,,0.18,13,1495,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png
411,412,burmy,"['shed-skin', 'overcoat']",green,blob,,0.47,2,34,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png
412,413,wormadam-plant,"['anticipation', 'overcoat']",green,blob,,0.18,5,65,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png
413,414,mothim,"['swarm', 'tinted-lens']",yellow,bug-wings,,0.18,9,233,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png
414,415,combee,"['honey-gather', 'hustle']",yellow,heads,,0.47,3,55,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png
415,416,vespiquen,"['pressure', 'unnerve']",yellow,bug-wings,,0.18,12,385,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png
416,417,pachirisu,"['run-away', 'pickup', 'volt-absorb']",white,quadruped,,0.78,4,39,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png
417,418,buizel,"['swift-swim', 'water-veil']",brown,quadruped,,0.75,7,295,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png
418,419,floatzel,"['swift-swim', 'water-veil']",brown,quadruped,,0.29,11,335,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png
419,420,cherubi,['chlorophyll'],pink,heads,,0.75,4,33,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png
420,421,cherrim,['flower-gift'],purple,legs,,0.29,5,93,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png
421,422,shellos,"['sticky-hold', 'storm-drain', 'sand-force']",purple,squiggle,,0.75,3,63,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png
422,423,gastrodon,"['sticky-hold', 'storm-drain', 'sand-force']",purple,squiggle,,0.29,9,299,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png
423,424,ambipom,"['technician', 'pickup', 'skill-link']",purple,upright,,0.18,12,203,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png
424,425,drifloon,"['aftermath', 'unburden', 'flare-boost']",purple,arms,,0.49,4,12,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png
425,426,drifblim,"['aftermath', 'unburden', 'flare-boost']",purple,arms,,0.24,12,150,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png
426,427,buneary,"['run-away', 'klutz', 'limber']",brown,upright,,0.75,4,55,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png
427,428,lopunny,"['cute-charm', 'klutz', 'limber']",brown,upright,,0.24,12,333,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png
428,429,mismagius,['levitate'],purple,ball,,0.18,9,44,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png
429,430,honchkrow,"['insomnia', 'super-luck', 'moxie']",black,wings,,0.12,9,273,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png
430,431,glameow,"['limber', 'own-tempo', 'keen-eye']",gray,quadruped,,0.75,5,39,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png
431,432,purugly,"['thick-fat', 'own-tempo', 'defiant']",gray,quadruped,,0.29,10,438,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png
432,433,chingling,['levitate'],yellow,humanoid,,0.47,2,6,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png
433,434,stunky,"['stench', 'aftermath', 'keen-eye']",purple,quadruped,,0.88,4,192,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png
434,435,skuntank,"['stench', 'aftermath', 'keen-eye']",purple,quadruped,,0.24,10,380,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png
435,436,bronzor,"['levitate', 'heatproof', 'heavy-metal']",green,ball,,1.0,5,605,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png
436,437,bronzong,"['levitate', 'heatproof', 'heavy-metal']",green,arms,,0.35,13,1870,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png
437,438,bonsly,"['sturdy', 'rock-head', 'rattled']",brown,legs,,1.0,5,150,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png
438,439,mime-jr,"['soundproof', 'filter', 'technician']",pink,humanoid,,0.57,6,130,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png
439,440,happiny,"['natural-cure', 'serene-grace', 'friend-guard']",pink,humanoid,,0.51,6,244,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png
440,441,chatot,"['keen-eye', 'tangled-feet', 'big-pecks']",black,wings,,0.12,5,19,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png
441,442,spiritomb,"['pressure', 'infiltrator']",purple,blob,,0.39,10,1080,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png
442,443,gible,"['sand-veil', 'rough-skin']",blue,upright,,0.18,7,205,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png
443,444,gabite,"['sand-veil', 'rough-skin']",blue,upright,,0.18,14,560,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png
444,445,garchomp,"['sand-veil', 'rough-skin']",blue,upright,,0.18,19,950,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png
445,446,munchlax,"['pickup', 'thick-fat', 'gluttony']",black,humanoid,,0.2,6,1050,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png
446,447,riolu,"['steadfast', 'inner-focus', 'prankster']",blue,upright,,0.29,7,202,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png
447,448,lucario,"['steadfast', 'inner-focus', 'justified']",blue,upright,,0.18,12,540,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png
448,449,hippopotas,"['sand-stream', 'sand-force']",brown,quadruped,,0.55,8,495,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png
449,450,hippowdon,"['sand-stream', 'sand-force']",brown,quadruped,,0.24,20,3000,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png
450,451,skorupi,"['battle-armor', 'sniper', 'keen-eye']",purple,armor,,0.47,8,120,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png
451,452,drapion,"['battle-armor', 'sniper', 'keen-eye']",purple,armor,,0.18,13,615,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png
452,453,croagunk,"['anticipation', 'dry-skin', 'poison-touch']",blue,humanoid,,0.55,7,230,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png
453,454,toxicroak,"['anticipation', 'dry-skin', 'poison-touch']",blue,humanoid,,0.29,13,444,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png
454,455,carnivine,['levitate'],green,tentacles,,0.78,14,270,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png
455,456,finneon,"['swift-swim', 'storm-drain', 'water-veil']",blue,fish,,0.75,4,70,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png
456,457,lumineon,"['swift-swim', 'storm-drain', 'water-veil']",blue,fish,,0.29,12,240,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png
457,458,mantyke,"['swift-swim', 'water-absorb', 'water-veil']",blue,wings,,0.1,10,650,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png
458,459,snover,"['snow-warning', 'soundproof']",white,upright,,0.47,10,505,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png
459,460,abomasnow,"['snow-warning', 'soundproof']",white,upright,,0.24,22,1355,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png
460,461,weavile,"['pressure', 'pickpocket']",black,upright,,0.18,11,340,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png
461,462,magnezone,"['magnet-pull', 'sturdy', 'analytic']",gray,arms,,0.12,12,1800,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png
462,463,lickilicky,"['own-tempo', 'oblivious', 'cloud-nine']",pink,humanoid,,0.12,17,1400,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png
463,464,rhyperior,"['lightning-rod', 'solid-rock', 'reckless']",gray,upright,,0.12,24,2828,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png
464,465,tangrowth,"['chlorophyll', 'leaf-guard', 'regenerator']",blue,humanoid,,0.12,20,1286,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png
465,466,electivire,"['motor-drive', 'vital-spirit']",yellow,upright,,0.12,18,1386,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png
466,467,magmortar,"['flame-body', 'vital-spirit']",red,upright,,0.12,16,680,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png
467,468,togekiss,"['hustle', 'serene-grace', 'super-luck']",white,wings,,0.12,15,380,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png
468,469,yanmega,"['speed-boost', 'tinted-lens', 'frisk']",green,bug-wings,,0.12,19,515,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png
469,470,leafeon,"['leaf-guard', 'chlorophyll']",green,quadruped,,0.18,10,255,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png
470,471,glaceon,"['snow-cloak', 'ice-body']",blue,quadruped,,0.18,8,259,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png
